"ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"CC","GO:0030027","lamellipodium","51/3294","165/23436",2.03820658249927e-08,4.89169579799824e-07,2.5544628550402e-07,"App/Dpysl3/Wasf1/Ctnnb1/Vamp7/Actr2/Wasl/Dusp22/Rdx/Arpc5/Pak1/Cdk5/Tsc1/Pip5k1a/Rufy3/Enah/Flot2/Dnm2/Kcna2/Stxbp2/Mylk/Rac2/Sh3rf1/Fap/Cttn/Rapgef3/Pdxp/Rhoa/Itgb1bp1/Plekhg5/Coro1a/Nf2/Antxr1/Fgd1/Itgav/Apbb1/Aif1/Trpv2/Bcar1/Coro1c/Pdpn/Dynlt1b/Dynlt1f/Dynlt1c/Dynlt1a/Cfl1/Fscn1/Myo9b/Arhgef7/Dgkz/Gsn",51
"CC","GO:0019867","outer membrane","55/3294","185/23436",2.62736515803447e-08,5.93475423932491e-07,3.09915209043694e-07,"Gdap1/Armcx2/Vdac1/Armcx3/Armcx1/Fundc1/Tomm7/Slc25a4/Wasf1/Atf2/Tomm70a/Slc25a46/Cpt1a/Dnm1l/Vdac3/Mtch2/Mff/Synj2bp/Fundc2/Mfn2/Acsl1/Bad/Moap1/Tomm22/Foxo3/Syne4/Acsl5/Cnr1/Pde2a/Cpt1b/Cyb5b/Nutf2/Mavs/Tmem173/Miga2/Sh3glb1/Ass1/Psen1/Spg20/Phb2/Clmn/Vat1/Tomm6/Tomm40l/Dhcr7/Cnp/Mcl1/Fis1/Pebp1/Dnajc11/Samm50/Phb/Sox10/Cyb5r3/Tspo",55
"CC","GO:0031968","organelle outer membrane","55/3294","185/23436",2.62736515803447e-08,5.93475423932491e-07,3.09915209043694e-07,"Gdap1/Armcx2/Vdac1/Armcx3/Armcx1/Fundc1/Tomm7/Slc25a4/Wasf1/Atf2/Tomm70a/Slc25a46/Cpt1a/Dnm1l/Vdac3/Mtch2/Mff/Synj2bp/Fundc2/Mfn2/Acsl1/Bad/Moap1/Tomm22/Foxo3/Syne4/Acsl5/Cnr1/Pde2a/Cpt1b/Cyb5b/Nutf2/Mavs/Tmem173/Miga2/Sh3glb1/Ass1/Psen1/Spg20/Phb2/Clmn/Vat1/Tomm6/Tomm40l/Dhcr7/Cnp/Mcl1/Fis1/Pebp1/Dnajc11/Samm50/Phb/Sox10/Cyb5r3/Tspo",55
"CC","GO:0000139","Golgi membrane","66/3294","239/23436",2.85764404026275e-08,6.27048749406227e-07,3.27447332132363e-07,"Rab6a/Ndfip1/Casd1/Cdc42/Rab1a/Creb3/Slc35a5/Prkce/Sec22b/Dnm1l/Pcsk5/Man1a2/Blzf1/Fut8/Wasl/Trappc3/Lgr5/Qsox1/Bet1/Stx5a/Gosr1/Aftph/Rab21/Ergic2/Stk24/Stk26/Dnm2/Numa1/B4galnt1/B3gat1/Slc35b1/Llgl1/Pcsk4/Glg1/BC004004/Chst2/B3gat3/Gba2/Rnf121/Scamp2/Tnfrsf1a/Pgap2/Lman1/Pomgnt1/Rhbdd2/Nsg1/Pmepa1/Cux1/Cln3/Arfgap1/Rfng/Acer2/Inpp5e/Mapk8ip3/Sys1/Rab1b/Nucb1/Slc35a4/Baiap3/Caln1/Plekhb1/Pycard/Entpd4/Entpd4b/Rhbdf1/Rab40c",66
"CC","GO:0061695","transferase complex, transferring phosphorus-containing groups","67/3294","245/23436",3.41191247363135e-08,7.27874661041354e-07,3.80099021185247e-07,"Taf9/Taf13/Pole4/Papss1/Rev3l/Polr3k/Polr2b/Socs5/Ikbkg/Prkar1a/Ercc2/Cdk5/Polr2g/Cks2/Erc1/Pik3c2a/Cish/Prps2/Rb1cc1/Prps1l3/Gtf2e2/Acvr1b/Cdk5r1/Ulk1/Gtf2h2/Gtf2a1/Phka1/Ccnh/Gtf2h1/Ercc3/Gtf2a1l/Acvr2a/Pole/Ctr9/Pik3cd/Cdk14/Sesn2/Polr2f/Cdk4/Polr1d/Taf6/Pola2/Cdk5r2/Ccnf/Tgfbr1/Polr1a/Ccnd1/Cdk9/Pfkm/Prpsap1/Phkg2/Ccne1/Polr3gl/Gtf2f1/Polr2l/Pkm/Polr3d/Ercc1/Taf10/Kat2a/Brd4/Ccnd2/Cdkn1a/Polr2i/Pycard/Pold1/Socs3",67
"CC","GO:0005912","adherens junction","77/3294","297/23436",4.14001851502096e-08,8.59333572847593e-07,4.48747383847222e-07,"Aif1l/Lasp1/Ctnnb1/Adam10/Nrp1/Lims1/Jak2/Cdh10/Itgb1/Coro2b/Cpne3/Map2k1/Rdx/Pak1/Mapre1/Mtf2/Mapre2/Frmd5/Adam17/Synpo2/Ceacam2/Ceacam1/Lima1/Fes/Enah/Flot2/Magi1/Cdca3/Peak1/Myo1e/Dst/Mapk1/Ddx6/Atp2a2/Arvcf/Epha5/Clasp1/Lpp/Tgm1/Cttn/Map2k2/Ubox5/Arl2/Pard3/Pvr/Nf2/Iqgap1/Itgb5/Notch1/Tbcd/Lims2/Itgav/Lin7b/Pard3b/Cd99l2/Ppp1ca/Zyx/Pdlim7/Tln1/Prickle4/Plekha7/Tgfb1i1/Pdlim1/Scrib/Bcar1/Map4k4/Cfl1/Pdlim5/Add1/Trip6/Sdc4/Myh9/Arhgef7/Pkp4/Plec/Gsn/Cdc42ep4",77
"CC","GO:0030133","transport vesicle","82/3294","324/23436",4.8270246926653e-08,9.75567095780777e-07,5.09444988339468e-07,"Calm1/Calm2/Calm3/App/Rab5a/Vdac1/Cltc/Rab6a/Rnf112/Snap91/Dpysl3/Clta/Adam10/Erg28/Marcksl1/Sec22b/Dnm1l/Rab14/Vamp7/Vamp4/Amph/Vdac3/Snap47/Bdnf/Mff/Stx7/Atp8a1/Cadm1/Sypl/Gria2/Tmed9/Erc1/Sec24d/Aftph/Sec16b/Sec23b/Rab3d/Yipf2/Oprk1/Syt11/Aph1a/Bsn/Bloc1s3/Slc40a1/Rab11b/Mtmr2/Atp13a2/Sec13/Rab27a/Rab3a/Sphk1/Slc2a8/Sept6/Syt7/Sh3glb1/Ap1g2/Scamp2/Psen1/Ptprs/Grin1/Pi4k2a/Syngr2/Syt3/Cdk16/Slc6a9/Yipf3/Sort1/Cln3/Kcnc4/Dbi/Tprgl/C1qtnf5/Bgn/Sept5/Stx1a/Dtnbp1/Atp6v0a1/Pebp1/Sec24c/Sept4/Lyz2/Lyz1",82
"CC","GO:0098800","inner mitochondrial membrane protein complex","42/3294","128/23436",5.38637116947609e-08,1.06070078414298e-06,5.53902136456246e-07,"Ndufc1/Uqcrb/Dnajc15/Ndufs4/Ndufa1/Atp5g3/Agk/Atp5mpl/Ndufv2/Cox5a/Sdhd/Atp5h/Atp5pb/Ndufab1/Grpel2/Sdhc/Atp5k/Timm22/Atp5l/Chchd6/Uqcc3/Grpel1/Dmac1/Cyc1/Ndufb2/Ndufs8/Ndufs5/Micos13/Ndufa2/Uqcrc1/Ndufs7/Immp2l/Cox6a1/Smdt1/Timm50/Atp5d/Ndufb10/Atp5e/Atp5g2/Atp5g1/Ndufv1/Dnajc11",42
"CC","GO:0070161","anchoring junction","79/3294","311/23436",7.12792426353394e-08,1.36856145859852e-06,7.14668195896429e-07,"Aif1l/Lasp1/Ctnnb1/Adam10/Nrp1/Lims1/Jak2/Cdh10/Itgb1/B4galt1/Coro2b/Cpne3/Map2k1/Rdx/Pak1/Mapre1/Mtf2/Mapre2/Frmd5/Adam17/Synpo2/Ceacam2/Ceacam1/Lima1/Fes/Enah/Flot2/Dsg2/Magi1/Cdca3/Peak1/Myo1e/Dst/Mapk1/Ddx6/Atp2a2/Arvcf/Epha5/Clasp1/Lpp/Tgm1/Cttn/Map2k2/Ubox5/Arl2/Pard3/Pvr/Nf2/Iqgap1/Itgb5/Notch1/Tbcd/Lims2/Itgav/Lin7b/Pard3b/Cd99l2/Ppp1ca/Zyx/Pdlim7/Tln1/Prickle4/Plekha7/Tgfb1i1/Pdlim1/Scrib/Bcar1/Map4k4/Cfl1/Pdlim5/Add1/Trip6/Sdc4/Myh9/Arhgef7/Pkp4/Plec/Gsn/Cdc42ep4",79
"CC","GO:0001726","ruffle","45/3294","144/23436",9.43979501409987e-08,1.76823477337285e-06,9.2337917852941e-07,"Hsp90aa1/Rab5a/Aif1l/Eps8l2/Itgb1/Src/Rdx/Rasa1/Arf4/Pak1/Adam17/Pip5k1a/Lima1/Arf6/Dnm2/Hip1r/Psd/Cttn/Pdxp/Rhoa/Itgb1bp1/Nf2/Iqgap1/Fgd1/Plek/Itgav/Eps8l1/Aif1/Anxa2/Pdlim7/Mtmr14/Tln1/Inpp5e/Bcar1/Rab34/Pdpn/Arhgef2/Eef1a1/Fscn1/Myh9/S100a6/Pacsin1/Myo1c/Myo9b/Gsn",45
"CC","GO:0005741","mitochondrial outer membrane","50/3294","168/23436",1.06569713849939e-07,1.94870333897032e-06,1.01762057586032e-06,"Gdap1/Armcx2/Vdac1/Armcx3/Armcx1/Fundc1/Tomm7/Slc25a4/Wasf1/Atf2/Tomm70a/Slc25a46/Cpt1a/Dnm1l/Vdac3/Mtch2/Mff/Synj2bp/Fundc2/Mfn2/Acsl1/Bad/Moap1/Tomm22/Foxo3/Acsl5/Cnr1/Pde2a/Cpt1b/Cyb5b/Mavs/Tmem173/Miga2/Sh3glb1/Ass1/Spg20/Phb2/Vat1/Tomm6/Tomm40l/Cnp/Mcl1/Fis1/Pebp1/Dnajc11/Samm50/Phb/Sox10/Cyb5r3/Tspo",50
"CC","GO:0015934","large ribosomal subunit","46/3294","150/23436",1.27866739309072e-07,2.28375943696202e-06,1.19258819282145e-06,"Npm1/Rpl17/Mrpl13/Rpl22l1/Mrpl47/Mrpl15/Ndufab1/Mrpl32/Mrpl3/Rpl21/Rpl37/Zfp622/Mrps30/Mrps18a/Mrpl43/Rpl12/Mrpl37/Rpl10/Zcchc17/Rpl38/Rpl14/Mrpl10/Rpl13a/Rpl31/Mrpl12/Rpl23a/Mrpl52/Mrpl24/Rpl37a/Rpl22/Rpl26/Rpl34/Mrpl4/Rpl18/Rpl13/Rpl7l1/Rpl35/Rpl19/Rpl29/Rps12/Rplp2/Rpl36/Rplp1/Rpl8/Rpl28/Rplp0",46
"CC","GO:0005635","nuclear envelope","96/3294","407/23436",1.44165341744728e-07,2.51634051045343e-06,1.31404294748185e-06,"App/Gtpbp4/Tmem33/Akirin1/Rtn4/Cpne1/Ctnnb1/Epc1/Mindy3/Pcm1/Gsto1/Xpo7/Cacybp/Trim27/Ranbp2/Ran/Pafah1b1/Grasp/Cse1l/Ranbp1/Cnep1r1/Gmcl1/Rgs7/Rasa1/Ryr2/Ube2i/Sdcbp/Kpna1/Spin1/Pak1/Hacd3/Rb1cc1/Lmnb1/Seh1l/Kcnj11/Cyhr1/Utp18/Eif5a/Senp2/Syne4/Nup43/Dst/Slc30a1/Tmpo/Tm7sf2/Terf2ip/Aen/Rac2/Abcf1/Sec13/Nutf2/Nupl1/Brap/Tmem38a/Cdk4/Cuedc2/Tor1b/Mad1l1/Tor1aip1/Psen1/Mgst2/Htatip2/Nxf1/Repin1/Clmn/Nup188/Nup62/Gapdh/Tpr/Tfpt/Tubb5/Prkcz/Lemd2/Ranbp17/Alox5ap/Dnajb2/Dhcr7/Nsmf/Zmpste24/Akr7a5/Calr/Stx1a/Chmp7/Dtx2/Ranbp3/Ache/Ccnd2/Cst3/S100a6/Myo1c/Thap7/Pcid2/Lmna/Apoe/Tor2a/Ybx1",96
"CC","GO:0010008","endosome membrane","57/3294","207/23436",2.71022099535641e-07,4.62544383207493e-06,2.41542502744045e-06,"Rab5a/Snx6/Laptm4b/Snap91/Snx17/Vps4b/Tfrc/Ehd3/Vps35/Mvb12b/Rap2a/Chmp1b/Vamp7/Vamp4/Ldlr/Stx7/Lztr1/Lamtor3/Rap2b/Arf6/Rab21/Ehd2/Oca2/Litaf/Rab11b/Tpcn2/Psd/Anxa8/Rab27a/Snx5/Dnajc13/Ncf4/Llgl1/Rhob/Sphk1/Ehd1/Scamp2/Ubap1/Pi4k2a/Nsg1/Pmepa1/Slc48a1/Mvb12a/Lamtor1/Pip5k1c/Anxa2/Egfr/Ctsd/Chmp7/Coro1c/Abhd17a/Usp50/Tpcn1/Baiap3/Abhd6/Slc11a1/Vps41",57
"CC","GO:0005759","mitochondrial matrix","68/3294","264/23436",3.24238821079576e-07,5.41337857802422e-06,2.8268876620439e-06,"Dlat/Vdac1/Grsf1/Glrx2/Mrps22/Tbrg4/Dnajc15/Slc25a5/Mrpl13/Hspd1/Ccar2/Mrps2/Acat1/Ppif/Mrpl47/Sod2/Mrpl15/Tfb1m/Ndufab1/Mtg2/Mrpl32/Supv3l1/Lactb2/Grpel2/Mrpl3/Mrps30/Foxo3/Acadl/Mrps18a/Mrpl43/Pdk1/Pde2a/Acsm2/Maip1/Fastkd2/Creb1/Tyms/Mrps16/Mrpl37/Dnaja3/Grpel1/Mpg/Ak4/Shmt2/Mrps28/Mrpl10/Eral1/Dtymk/Sirt3/Dglucy/Prdx1/Mrpl12/Mrpl52/Mrpl24/Hsd17b10/Mrpl4/Ak3/Lonp1/Hagh/Park7/Atad3a/Mcl1/Ivd/Bckdk/Timm44/Clpp/Bloc1s1/Poldip2",68
"CC","GO:0005925","focal adhesion","45/3294","152/23436",5.32251048385609e-07,8.67098740590846e-06,4.52802385094726e-06,"Aif1l/Lasp1/Nrp1/Lims1/Jak2/Itgb1/Coro2b/Cpne3/Map2k1/Rdx/Pak1/Mapre1/Mtf2/Mapre2/Adam17/Synpo2/Lima1/Fes/Enah/Peak1/Dst/Mapk1/Clasp1/Lpp/Cttn/Map2k2/Ubox5/Arl2/Iqgap1/Itgb5/Lims2/Itgav/Zyx/Pdlim7/Tln1/Tgfb1i1/Bcar1/Map4k4/Cfl1/Trip6/Sdc4/Myh9/Arhgef7/Plec/Gsn",45
"CC","GO:0044798","nuclear transcription factor complex","56/3294","206/23436",5.41936712869279e-07,8.67098740590846e-06,4.52802385094726e-06,"Taf9/Taf13/Hif1a/Ctnnb1/Ncoa3/Thrb/Cbfb/Nr5a2/Smad4/Ercc2/Hnrnpab/Mxi1/Nr1i2/Rarb/Sox21/Gtf2e2/Neurod1/Med17/Tfdp1/Gtf2h2/Vdr/Stat3/Gtf2a1/Tcf4/Ccnh/Gtf2h1/Crebbp/Ahr/Ercc3/Gtf2a1l/Creb1/Runx1/Mxd3/Rxrb/Nr1h2/Sox14/Atf4/Sox15/Sox3/Taf6/Tcf3/Gtf3c2/Klf4/Nfyc/Hipk2/Carm1/Tle3/Sry/Ptov1/Ddit3/Gtf2f1/Ercc1/Taf10/Kat2a/Gtf3c1/Mxd4",56
"CC","GO:0070382","exocytic vesicle","64/3294","247/23436",5.67306285719537e-07,8.89165770270621e-06,4.64325875100201e-06,"Calm1/Calm2/Calm3/App/Rab5a/Vdac1/Cltc/Rab6a/Rnf112/Snap91/Dpysl3/Clta/Adam10/Marcksl1/Sec22b/Dnm1l/Rab14/Vamp7/Vamp4/Amph/Vdac3/Snap47/Bdnf/Mff/Stx7/Atp8a1/Cadm1/Sypl/Gria2/Tmed9/Erc1/Rab3d/Oprk1/Syt11/Aph1a/Bsn/Slc40a1/Rab11b/Mtmr2/Rab27a/Rab3a/Sphk1/Slc2a8/Sept6/Syt7/Sh3glb1/Psen1/Ptprs/Grin1/Pi4k2a/Syngr2/Syt3/Cdk16/Slc6a9/Cln3/Kcnc4/Dbi/Tprgl/Sept5/Stx1a/Dtnbp1/Atp6v0a1/Pebp1/Sept4",64
"CC","GO:0008021","synaptic vesicle","60/3294","227/23436",6.15232059173222e-07,9.44996442890069e-06,4.93480872726311e-06,"Calm1/Calm2/Calm3/App/Rab5a/Vdac1/Cltc/Rnf112/Snap91/Clta/Adam10/Marcksl1/Sec22b/Dnm1l/Rab14/Vamp7/Vamp4/Amph/Vdac3/Snap47/Bdnf/Mff/Stx7/Atp8a1/Cadm1/Sypl/Gria2/Tmed9/Erc1/Rab3d/Oprk1/Syt11/Aph1a/Bsn/Slc40a1/Rab11b/Mtmr2/Rab3a/Sphk1/Slc2a8/Sept6/Syt7/Sh3glb1/Psen1/Ptprs/Grin1/Pi4k2a/Syngr2/Cdk16/Slc6a9/Cln3/Kcnc4/Dbi/Tprgl/Sept5/Stx1a/Dtnbp1/Atp6v0a1/Pebp1/Sept4",60
"CC","GO:0030139","endocytic vesicle","49/3294","173/23436",7.35853038200033e-07,1.10810810458358e-05,5.78658426324484e-06,"Rab5a/Rap1a/Sgip1/Cltc/Eps15/Snap91/Kif5b/Cdc42/Ehd3/Rab14/Vamp7/Vamp4/Lmbrd1/Stx7/Vps26b/Rab9/Arf6/Flot2/Syt11/Myo1e/Dnm2/Stxbp2/Hip1r/Was/Rab11b/Cpne6/Sphk1/Slamf1/Syt7/Plekhg5/Vps11/Ehd1/Coro1a/Ap2m1/Rapgef1/Arrb2/Tlr1/Egfr/Zyx/Stxbp1/Rab34/Fcho1/Cubn/Mpeg1/Myo1c/Slc11a1/Gsn/Cdc42ep4/Vim",49
"CC","GO:0030055","cell-substrate junction","47/3294","165/23436",1.02816460114973e-06,1.51852002631345e-05,7.92977151898882e-06,"Aif1l/Lasp1/Nrp1/Lims1/Jak2/Itgb1/Dmd/Coro2b/Cpne3/Map2k1/Rdx/Pak1/Mapre1/Mtf2/Mapre2/Adam17/Synpo2/Lima1/Fes/Enah/Peak1/Dst/Mapk1/Clasp1/Lpp/Cttn/Map2k2/Ubox5/Arl2/Erbin/Iqgap1/Itgb5/Lims2/Itgav/Zyx/Pdlim7/Tln1/Tgfb1i1/Bcar1/Map4k4/Cfl1/Trip6/Sdc4/Myh9/Arhgef7/Plec/Gsn",47
"CC","GO:1902554","serine/threonine protein kinase complex","29/3294","82/23436",1.05292310646135e-06,1.52574518068362e-05,7.96750156031331e-06,"Ikbkg/Ercc2/Cdk5/Cks2/Erc1/Rb1cc1/Acvr1b/Cdk5r1/Ulk1/Gtf2h2/Phka1/Ccnh/Gtf2h1/Ercc3/Acvr2a/Cdk14/Sesn2/Cdk4/Cdk5r2/Ccnf/Tgfbr1/Ccnd1/Cdk9/Phkg2/Ccne1/Brd4/Ccnd2/Cdkn1a/Pycard",29
"CC","GO:0044440","endosomal part","60/3294","231/23436",1.15557387417977e-06,1.64348284327789e-05,8.58233228191992e-06,"Rab5a/Snx6/Laptm4b/Snap91/Snx17/Vps4b/Tfrc/Ehd3/Vps35/Mvb12b/Rap2a/Chmp1b/Vamp7/Vamp4/Ldlr/Stx7/Lztr1/Hgs/Lamtor3/Rap2b/Arf6/Rab21/Ehd2/Oca2/Litaf/Rab11b/Tpcn2/Psd/Anxa8/Rab27a/Snx5/Dnajc13/Ncf4/Llgl1/Rhob/Sphk1/Vps11/Ehd1/Scamp2/Ubap1/Pi4k2a/Nsg1/Pmepa1/Vps52/Slc48a1/Mvb12a/Lamtor1/Pip5k1c/Anxa2/Egfr/Ctsd/Chmp7/Coro1c/Abhd17a/Usp50/Tpcn1/Baiap3/Abhd6/Slc11a1/Vps41",60
"CC","GO:0030135","coated vesicle","50/3294","181/23436",1.28541657982074e-06,1.7949089696406e-05,9.37308549113309e-06,"App/Sgip1/Cltc/Eps15/Snap91/Clta/Clvs1/Hspd1/Sec22b/Rab14/Tmed7/Lmbrd1/Clint1/Tmed9/Idua/Sec24d/Stx17/Aftph/Sec16b/Sec23b/Ergic2/Sec23ip/Myo1e/Dnm2/Hip1r/Scyl1/Edn1/Sec13/Cpne6/Rab27a/Rgs19/Tnk2/Htt/Ap1g2/Ap2m1/Actr1a/Cope/Lman1/Sort1/Dab2/Lrp1/Arfgap2/Fcho1/Cubn/Pacsin1/Vps41/Sec24c/Tmed3/Lyz2/Lyz1",50
"CC","GO:0005924","cell-substrate adherens junction","45/3294","158/23436",1.73443389457274e-06,2.34194927967808e-05,1.22297515838452e-05,"Aif1l/Lasp1/Nrp1/Lims1/Jak2/Itgb1/Coro2b/Cpne3/Map2k1/Rdx/Pak1/Mapre1/Mtf2/Mapre2/Adam17/Synpo2/Lima1/Fes/Enah/Peak1/Dst/Mapk1/Clasp1/Lpp/Cttn/Map2k2/Ubox5/Arl2/Iqgap1/Itgb5/Lims2/Itgav/Zyx/Pdlim7/Tln1/Tgfb1i1/Bcar1/Map4k4/Cfl1/Trip6/Sdc4/Myh9/Arhgef7/Plec/Gsn",45
"CC","GO:0044448","cell cortex part","55/3294","208/23436",1.74814168685466e-06,2.34194927967808e-05,1.22297515838452e-05,"Utrn/Sptbn1/Sept7/Lasp1/Clta/Gmfb/Ctnnb1/Cap1/Actr2/Wasl/Rdx/Triobp/Mapre1/Erc1/Asph/Flot2/Cotl1/Mpp1/Myo1e/Pls1/Bsn/Mark2/Hip1r/Numa1/Clasp1/Lancl2/Was/Stimate/Cttn/Llgl1/Rapgef3/Llgl2/Sept6/Coro1a/Nf2/Actr1a/Gmfg/Eno1/Eno1b/Prkcz/Rtkn/Nsmf/Sept5/Cfl1/Eef1a1/Sept9/Phldb1/Tpm3/Myh9/Tnfaip2/Slc2a1/Mobp/Gsn/Sept4/Ctsz",55
"CC","GO:0090575","RNA polymerase II transcription factor complex","46/3294","163/23436",1.76865961225688e-06,2.34194927967808e-05,1.22297515838452e-05,"Taf9/Taf13/Hif1a/Ctnnb1/Ncoa3/Thrb/Cbfb/Nr5a2/Smad4/Ercc2/Hnrnpab/Mxi1/Nr1i2/Rarb/Gtf2e2/Neurod1/Med17/Tfdp1/Gtf2h2/Vdr/Stat3/Gtf2a1/Tcf4/Ccnh/Gtf2h1/Crebbp/Ercc3/Gtf2a1l/Creb1/Runx1/Mxd3/Rxrb/Nr1h2/Atf4/Taf6/Tcf3/Nfyc/Hipk2/Carm1/Tle3/Ddit3/Gtf2f1/Ercc1/Taf10/Kat2a/Mxd4",46
"CC","GO:0099568","cytoplasmic region","104/3294","475/23436",1.9599449144841e-06,2.55125032936235e-05,1.33227299271801e-05,"Utrn/Sptbn1/Ndfip1/Map4/Sept7/Lasp1/Clta/Cdc42/Hnrnpk/Gmfb/Ctnnb1/Cap1/Pafah1b1/Prkar1a/Actr2/Dync1i1/Ranbp1/Fmr1/Mapk8/Ap3m1/Wasl/Map2k1/Rdx/Triobp/Gria2/Vmn2r1/Mapre1/Fgfr2/Pard6g/Tsc1/Erc1/Asph/Kdf1/Arf6/Nek4/Flot2/Cotl1/Mapt/Mpp1/Myo1e/Pls1/Bsn/Mapk1/Mark2/Hip1r/Daxx/Numa1/Clasp1/Lancl2/Was/Stimate/Dnaaf1/Abhd12/Cttn/Map2k2/Llgl1/Rhob/Rapgef3/Ap3m2/Rhoa/Llgl2/Ccdc65/Sept6/Pard3/Htt/Coro1a/Nf2/Psen1/Actr1a/Pard3b/Tle6/Gmfg/Add3/Anxa2/Rnd2/Eno1/Eno1b/Prkcz/Rtkn/Cdc42se1/Nsmf/Agtrap/Inpp5e/Sept5/Cfl1/Eef1a1/Pqbp1/Sept9/Atg5/Phldb1/Tpm3/Ift140/Traf2/Atg16l1/Myh9/Tnfaip2/Rhoj/Myo9b/Slc2a1/Mobp/Ctsh/Gsn/Sept4/Ctsz",104
"CC","GO:0022625","cytosolic large ribosomal subunit","30/3294","89/23436",2.19389803990389e-06,2.80818949107697e-05,1.46644763719891e-05,"Rpl17/Rpl22l1/Rpl21/Rpl37/Zfp622/Rpl12/Rpl10/Zcchc17/Rpl38/Rpl14/Rpl13a/Rpl31/Rpl23a/Rpl37a/Rpl22/Rpl26/Rpl34/Rpl18/Rpl13/Rpl7l1/Rpl35/Rpl19/Rpl29/Rps12/Rplp2/Rpl36/Rplp1/Rpl8/Rpl28/Rplp0",30
"CC","GO:0098562","cytoplasmic side of membrane","49/3294","180/23436",2.57959424888263e-06,3.24775144777354e-05,1.69598862609885e-05,"Rab5a/Ppp3ca/Ptp4a1/Acp1/Sppl3/Pten/Src/Gphn/Ryr2/Cbx6/Gna12/Kit/Rgs8/Gna13/Gnat2/Fes/Rab21/Mapt/Dst/Litaf/Atp2a2/Gnat1/Gngt1/Stac/Snx5/Map2k2/Rhoa/H13/Kcnip1/G6pdx/Dtna/Iqgap1/Cdk16/Shank3/Fyn/Gng3/Cyth1/Ptpn1/Gng5/Gnai2/Htra2/Gng13/Gfap/Mien1/Kcnab2/Traf2/S100a6/Gramd1a/Pkp4",49
"CC","GO:0005905","clathrin-coated pit","24/3294","64/23436",2.67844108864435e-06,3.31781089690139e-05,1.73257394698387e-05,"App/Sgip1/Cltc/Eps15/Snap91/Clta/Tfrc/Hspd1/Dnm1l/Ldlr/Eps15l1/Dnm2/Hip1r/Cttn/Tnk2/Sphk1/Ackr3/Ap2m1/Arrb2/Sort1/Dab2/Lrp1/Fcho1/Cubn",24
"CC","GO:0005774","vacuolar membrane","46/3294","166/23436",3.05391273633927e-06,3.68384738343359e-05,1.92371964513185e-05,"Atp6v1a/Laptm4b/Atp6v1c1/Arl8b/Vmp1/Vamp7/Stx7/Napg/Mios/Stx17/Seh1l/Mcoln3/Ulk1/Oca2/Litaf/Napb/Tpcn2/Mtmr2/Atp13a2/Sec13/Abcd1/Atp6v1g1/Man2b2/Sh3glb1/Psen1/Slc48a1/Cln3/Slc29a3/Mcoln1/Anxa2/Gba/Slc15a3/Tex264/Ctsd/Grn/Atp6v0a1/Gfap/Tecpr1/Tpcn1/Pqlc2/Atg16l1/Abhd6/Vps41/Entpd4/Entpd4b/Atp6v0b",46
"CC","GO:0044437","vacuolar part","48/3294","176/23436",3.06987281952799e-06,3.68384738343359e-05,1.92371964513185e-05,"Atp6v1a/Laptm4b/Atp6v1c1/Arl8b/Vmp1/Vamp7/Stx7/Napg/Mios/Stx17/Seh1l/Mcoln3/Ulk1/Oca2/Litaf/Napb/Tpcn2/Mtmr2/Atp13a2/Sec13/Abcd1/Atp6v1g1/Man2b2/Sh3glb1/Psen1/Nsg1/Slc48a1/Cln3/Slc29a3/Mcoln1/Anxa2/Gba/Slc15a3/Tex264/Ctsd/Grn/Cubn/Atp6v0a1/Gfap/Tecpr1/Tpcn1/Pqlc2/Atg16l1/Abhd6/Vps41/Entpd4/Entpd4b/Atp6v0b",48
"CC","GO:0000792","heterochromatin","31/3294","95/23436",3.25873691819706e-06,3.85032300488514e-05,2.01065387179446e-05,"Mphosph8/Tcp1/H2afz/Ube2a/Ube2b/Smarcad1/Cbx6/Orc2/Top2b/Ikzf1/Dnmt3a/Rnf20/Vdr/Ddx6/Daxx/Cbx5/Rnf2/Atrx/Hdac1/Suv39h1/Ring1/Aldoa/Smarca4/Sirt7/Rrp1b/Dnmt1/Incenp/Macroh2a1/Nop53/Phc2/Lrwd1",31
"CC","GO:0022627","cytosolic small ribosomal subunit","21/3294","54/23436",5.70269268728352e-06,6.63586058156627e-05,3.46527258988041e-05,"Mcts1/Hba-a1/Hba-a2/Rps21/Rps18/Rps27l/Rps24/Rps17/Rps15/Rps19/Rps6/Rps10/Fau/Rps11/Rps2/Rps16/Rps28/Rps27/Rps12/Rps5/Rpsa",21
