"ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"CC","GO:0098798","mitochondrial protein complex","23/900","263/23436",0.000222739722900582,0.00313772479216472,0.0021662330030377,"Tomm20/Atp5c1/Atp5a1/Ndufa1/Atp5h/Dlat/Ndufs6/Mrps9/Sdha/Micos10/Ndufa6/Mrpl51/Atp5j/Ndufs5/Ndufa3/Ndufb5/Pdk1/Ndufa2/Mrpl46/Ndufv2/Uqcrb/Ndufa13/Atp5j2",23
"CC","GO:0098803","respiratory chain complex","11/900","81/23436",0.000262277883490231,0.00358088770742728,0.00247218530808414,"Ndufa1/Ndufs6/Sdha/Ndufa6/Ndufs5/Ndufa3/Ndufb5/Ndufa2/Ndufv2/Uqcrb/Ndufa13",11
"CC","GO:0014069","postsynaptic density","30/900","390/23436",0.00026525094129091,0.00358088770742728,0.00247218530808414,"Rtn4/Rpl30/Cnn3/Adam10/Rheb/Ptch1/Eif3a/Prnp/Sptbn1/Nsf/Hnrnpa3/Vps35/Ctnnb1/Rps25/Adora1/Rpl23/Map4/Egln1/Hnrnpk/Camk2g/Rps13/Itpr1/Eif4g2/Als2/Gphn/Dnm2/Hip1r/Clstn2/Src/Kcnab2",30
"CC","GO:0000792","heterochromatin","12/900","95/23436",0.000279434885211455,0.00362147611234046,0.00250020686768144,"H2afz/Cbx3/Sumo1/Dnmt3a/Ube2b/Mbd2/Mphosph8/Mbd1/Cbx8/Atrx/Baz1b/Pcgf2",12
"CC","GO:0032432","actin filament bundle","12/900","95/23436",0.000279434885211455,0.00362147611234046,0.00250020686768144,"Enah/Sorbs1/Sept7/Marcks/Ptpn11/Myl12b/Limch1/Dctn4/Pdlim7/Sept9/Zyx/Myh7",12
"CC","GO:0032279","asymmetric synapse","30/900","393/23436",0.000302048866621736,0.003837797364135,0.00264955146159418,"Rtn4/Rpl30/Cnn3/Adam10/Rheb/Ptch1/Eif3a/Prnp/Sptbn1/Nsf/Hnrnpa3/Vps35/Ctnnb1/Rps25/Adora1/Rpl23/Map4/Egln1/Hnrnpk/Camk2g/Rps13/Itpr1/Eif4g2/Als2/Gphn/Dnm2/Hip1r/Clstn2/Src/Kcnab2",30
"CC","GO:0044291","cell-cell contact zone","11/900","83/23436",0.000325750794000429,0.00404445289857613,0.00279222300502738,"Atp1b1/Ctnna1/Tjp1/Gja1/Ctnnb1/Atp2a2/Slc8a1/Ywhah/Flcn/Anxa5/Rap2c",11
"CC","GO:0030672","synaptic vesicle membrane","13/900","111/23436",0.000337037741548011,0.00404445289857613,0.00279222300502738,"Rab14/Rab5a/Vamp3/Stx7/Slc2a3/Mff/Vamp4/Rab10/Calm3/Calm1/Calm2/Sh3gl2/Rab3b",13
"CC","GO:0099501","exocytic vesicle membrane","13/900","111/23436",0.000337037741548011,0.00404445289857613,0.00279222300502738,"Rab14/Rab5a/Vamp3/Stx7/Slc2a3/Mff/Vamp4/Rab10/Calm3/Calm1/Calm2/Sh3gl2/Rab3b",13
"CC","GO:0005913","cell-cell adherens junction","13/900","112/23436",0.000368143842282,0.00433740381452247,0.00299447144439904,"Ndrg1/Sorbs1/Ctnna1/Tjp1/Rdx/Gja1/Ctnnb1/Atp2a2/Itga6/Pdlim7/Cdh13/Zyx/Dag1",13
"CC","GO:0030141","secretory granule","29/900","383/23436",0.000431379884466546,0.00497032808246833,0.00343143183081391,"Cpe/Tmed2/Rab14/Rab5a/Ctnna1/Cdc42/Serpine2/Sparc/Vamp3/Stx7/Vdac2/Chgb/Slc2a3/Trip11/Hexb/Srgn/Dennd4c/Hspd1/Tmed10/Skil/Rab10/Itpr1/Gars/Lamp2/Ins1/Kit/Cfp/Klk8/Rab3b",29
"CC","GO:0001725","stress fiber","11/900","86/23436",0.000444875044418462,0.00497032808246833,0.00343143183081391,"Enah/Sorbs1/Sept7/Ptpn11/Myl12b/Limch1/Dctn4/Pdlim7/Sept9/Zyx/Myh7",11
"CC","GO:0097517","contractile actin filament bundle","11/900","86/23436",0.000444875044418462,0.00497032808246833,0.00343143183081391,"Enah/Sorbs1/Sept7/Ptpn11/Myl12b/Limch1/Dctn4/Pdlim7/Sept9/Zyx/Myh7",11
"CC","GO:0150034","distal axon","28/900","369/23436",0.00051960173532322,0.00570681227948214,0.00393988826962299,"Rtn4/Sept7/Aak1/Rab5a/Hsp90aa1/Ptch1/Kif5b/Nrp1/Slc4a10/App/Itsn1/Usp9x/Adora1/Ppp1r2/Pfn2/Hnrnpk/Als2/Anxa5/Dnm2/Dctn2/Ophn1/Calm3/Calm1/Calm2/Kif5a/Pnmt/Drd4/Kcnab2",28
"CC","GO:0016324","apical plasma membrane","25/900","316/23436",0.000554993788509927,0.00599393291590721,0.00413811158099507,"Atp1b1/Rab14/Hsp90aa1/Eps15/Tjp1/Slc4a10/Rdx/Gja1/Vamp3/Hspa1a/Cldnd1/Prom1/Shroom3/Dram2/Emp2/Muc13/Rhcg/Hip1r/Rab17/Trpm6/Fzd3/Slc22a13/Ceacam1/Slc9a3r2/Clcnka",25
"CC","GO:0014704","intercalated disc","9/900","62/23436",0.000569541060454393,0.00604252072106009,0.00417165579345442,"Atp1b1/Ctnna1/Tjp1/Gja1/Ctnnb1/Atp2a2/Slc8a1/Ywhah/Anxa5",9
"CC","GO:0098687","chromosomal region","24/900","299/23436",0.00057814241466933,0.00604252072106009,0.00417165579345442,"Hnrnpa2b1/Sept7/Cbx3/Trp53bp1/Ngdn/Hnrnpu/Csnk1a1/Thoc7/Nup85/H3f3a/H3f3b/Stag2/Dnmt3a/Bub3/Rpa1/Dctn4/Thoc1/Fen1/Atrx/Dctn2/Cenpx/Kansl1/Baz1b/Spout1",24
"CC","GO:0031256","leading edge membrane","15/900","149/23436",0.000632860316615216,0.0065094203994708,0.00449399556493679,"Eef1a1/Hsp90aa1/Cdc42/Sptbn1/Atf4/Adora1/Antxr1/Ank1/Dnm2/Slc39a6/Hip1r/Myo1d/Itgav/Src/Gabra1",15
"CC","GO:0005770","late endosome","18/900","198/23436",0.000656870261808923,0.00665081140081535,0.00459160956034198,"Rab14/Derl1/Ctss/Rab9/Gja1/Vps35/Stx7/Rnf128/Rab31/Lamtor3/Ccz1/Lamp2/Gosr2/Rhob/H2-Ab1/Src/Vipas39/Bace1",18
"CC","GO:0005791","rough endoplasmic reticulum","11/900","93/23436",0.000869795359602401,0.00867119066188239,0.00598644579483434,"Rpn1/Mpz/Rab14/Ccdc47/Derl1/App/Canx/Hspd1/Hsd11b1/H13/Derl3",11
"CC","GO:0005753","mitochondrial proton-transporting ATP synthase complex","5/900","21/23436",0.00100578838978378,0.00987501328151346,0.00681754490682784,"Atp5c1/Atp5a1/Atp5h/Atp5j/Atp5j2",5
"MF","GO:0003729","mRNA binding","43/865","272/22710",2.06581278738101e-15,1.82204687847005e-12,1.55697047975242e-12,"Secisbp2l/Ddx5/Rpl30/Hnrnpa2b1/Luc7l3/Eef1a1/Rps7/Qk/Paip2/Hsp90aa1/Ddx3x/Samd4/G3bp2/Eif3a/Rps6/Hnrnpa3/Gm6793/Hnrnpu/Srsf3/Cct5/Pabpc1/Pcbp1/Zc3h11a/Hnrnpk/Sf3b6/Cnbp/Tsn/Mbd2/Aco1/Sf3b1/Fech/Rps13/Ppp1r8/Eif4enif1/Tardbp/Cstf3/Luc7l2/Eif4g2/Gnl3/Ncbp2/Pum2/Rida/Zfp385a",43
"MF","GO:0003735","structural constituent of ribosome","24/865","182/22710",1.21198497093285e-07,5.34485372181389e-05,4.56726967993644e-05,"Rpl17/Rpl30/Rps7/Rps8/Rps4x/Rps6/Rps15a/Rplp1/Rplp2/Rpl15/Rps10/Mrps9/Rps25/Rps27l/Rpl22l1/Rpl23/Mrpl51/Rpl13/Rps17/Rps13/Rps21/Mrpl46/Rpl35a/Rps24",24
"MF","GO:0016887","ATPase activity","34/865","379/22710",3.79560883603664e-06,0.00111590899779477,0.000953563483018329,"Atp1b1/Hspa9/Hsp90aa1/Ddx3x/Atp6v1d/Atp5c1/Vps4b/Kif5b/Psmc2/Atp5a1/Atp5h/Nsf/Ddx39/Psmc6/Hspa1a/Atp2a2/Pfn2/Chd6/Atp6v1c1/Smarca5/Dync1i2/Atp5j/Atp13a3/Ino80/Anxa5/Hltf/Rfc3/Atrx/Myo1d/Kif5a/Cdk7/Kif17/Atp5j2/Myh7",34
"MF","GO:0019003","GDP binding","13/865","77/22710",6.24821066022364e-06,0.00137773045057931,0.00117729442966319,"Rab14/Rab5a/Rheb/Rab9/Rragc/Rab31/Rab10/Rap2a/Rhob/Rap2c/Gnai1/Rab17/Rab3b",13
"MF","GO:0008022","protein C-terminus binding","24/865","234/22710",1.11896993396334e-05,0.00197386296351133,0.00168669994256369,"Atp1b1/Vps4b/Tjp1/Ppm1a/Taf13/Nsf/Sash1/Ctnnb1/Atf4/Ppp1cc/Atp2a2/Pabpc1/Ywhaq/Usp7/Sumo1/Ube2i/Itpr1/Sh3gl2/Pex16/Cdk7/Vgll1/Src/Slc9a3r2/Atxn2",24
"MF","GO:0031491","nucleosome binding","10/865","54/22710",3.18711635686552e-05,0.00468506104459232,0.0040034654587995,"Hmgn1/H2afz/Hmgn3/Actr6/Hp1bp3/H3f3a/H3f3b/H3f3c/Smarca5/Dnttip1",10
"MF","GO:0000287","magnesium ion binding","20/865","194/22710",5.47913728198432e-05,0.00689073604605064,0.00588825278550216,"Uba2/Idi1/Rheb/Dck/Enoph1/Ppm1a/Hprt/Wnk1/Csnk1a1/Adcy2/Snrk/Rap2a/Ppa2/Gclc/Gnai1/Fen1/Stk3/Tssk6/Dut/Nudt5",20
"MF","GO:0044325","ion channel binding","16/865","136/22710",6.2501007220414e-05,0.00689073604605064,0.00588825278550216,"Hsp90aa1/Prnp/Ppm1a/Ctnnb1/Ywhaq/Slc8a1/Ywhah/Iqschfp/Cherp/Ank1/Rasa1/Calm3/Calm1/Calm2/Src/Kcnab2",16
"MF","GO:0042623","ATPase activity, coupled","25/865","282/22710",8.54944817763019e-05,0.00837845921407759,0.00715953788910318,"Atp1b1/Hspa9/Atp6v1d/Atp5c1/Vps4b/Psmc2/Atp5a1/Atp5h/Nsf/Psmc6/Hspa1a/Atp2a2/Chd6/Atp6v1c1/Smarca5/Dync1i2/Ino80/Anxa5/Rfc3/Atrx/Myo1d/Kif5a/Cdk7/Kif17/Myh7",25
"MF","GO:0001882","nucleoside binding","30/865","376/22710",0.000121696761182996,0.0090886879814895,0.00776644061910309,"Rab14/Eef1a1/Sept7/Rab5a/Hsp90aa1/Rheb/Dck/Cdc42/Rab9/Eif5/Adora1/Rragc/Gnai2/Atl2/Rab31/Rab1a/Rab10/Arl5a/Rap2a/Gnl3/Rhob/Rap2c/Gnai1/Dnm2/Sept9/Eral1/Rab17/Mocs1/Ak4/Rab3b",30
"MF","GO:0031625","ubiquitin protein ligase binding","26/865","306/22710",0.000124760427599535,0.0090886879814895,0.00776644061910309,"Rtn4/Hspa9/Sorbs1/Hsp90aa1/Dnaja1/Derl1/Ube2d3/Nfkbia/Psma3/Usp9x/Hspa1a/Cct2/Rpl23/Usp7/Ube2d2a/Sumo1/Hspd1/Ube2b/Rnf34/Hltf/Becn1/H2-Ab1/Eif4e2/Fzd8/Src/H13",26
"MF","GO:0050998","nitric-oxide synthase binding","6/865","22/22710",0.000132573746619672,0.0090886879814895,0.00776644061910309,"Ctnnb1/Dmd/Dnm2/Calm3/Calm1/Calm2",6
"MF","GO:0050699","WW domain binding","7/865","31/22710",0.000133960253695423,0.0090886879814895,0.00776644061910309,"Ndfip1/Enah/Tceal9/Dazap2/Ndfip2/Dnm2/Pmepa1",7
